LaH3.poscar, 1.0
URu2Si2.poscar, 1.0
KC8.poscar, 1.0
Mo6Se8.poscar, 1.0
La3Ru4Sn13.poscar, 1.0
SH3.poscar, 1.0
LaNiSi.poscar, 1.0
Cs.poscar, 1.0
CuSe2.poscar, 1.0
BC5.poscar, 1.0
HfV2.poscar, 1.0
C6LiC6.poscar, 1.0
LuGa3.poscar, 1.0
SnO.poscar, 1.0
La3Pd4Ge4.poscar, 1.0
Yb.poscar, 1.0
Fe2P.poscar, 1.0
HgBa2Ca2Cu3O8.poscar, 1.0
AgB2.poscar, 1.0
PrRu4As12.poscar, 1.0
Ag.poscar, 1.0
YTiO3.poscar, 1.0
La3Pt4.poscar, 1.0
VB2.poscar, 1.0
YIr2Si2.poscar, 1.0
FeTe.poscar, 1.0
Na.poscar, 1.0
LaPt2Ge2.poscar, 1.0
TbNi2B2C.poscar, 1.0
GeH4.poscar, 1.0
Bi2Te.poscar, 1.0
ErPdBi.poscar, 1.0
K2Se.poscar, 1.0
Pt2Te4.poscar, 1.0
SrFFeAs.poscar, 1.0
PbIn.poscar, 1.0
TiGeTe6.poscar, 1.0
LiNbO3.poscar, 1.0
Ru7B3.poscar, 1.0
Ba8Si46.poscar, 1.0
EuNi2As2.poscar, 1.0
Bi2Rh3S2.poscar, 1.0
As.poscar, 1.0
NiNdO2.poscar, 1.0
LaOCoAs.poscar, 1.0
CaC6.poscar, 1.0
Pr4Ge12.poscar, 1.0
LaBi3.poscar, 1.0
NaAlSi.poscar, 1.0
NbSn2.poscar, 1.0
LaPdIn.poscar, 1.0
GaTa4Se8.poscar, 1.0
Bi(La).poscar, 1.0
CoPt.poscar, 1.0
BiPd.poscar, 1.0
Ba3Ir4Ge16.poscar, 1.0
CoBi3.poscar, 1.0
YBa2Cu3O7.0.poscar, 1.0
U6Co.poscar, 1.0
ScB2.poscar, 1.0
Mn.poscar, 1.0
Dy2.poscar, 1.0
YFe2Ge2.poscar, 1.0
GdNi2B2C.poscar, 1.0
Co15.poscar, 1.0
TiNCl.poscar, 1.0
MgB4.poscar, 1.0
Eu20.poscar, 1.0
Ca.poscar, 1.0
Cr5.poscar, 1.0
YSr2Cu3O7.poscar, 1.0
Bi4O4.poscar, 1.0
NaSn2As2.poscar, 1.0
CaC2.poscar, 1.0
PuPt2In7.poscar, 1.0
U6Mn.poscar, 1.0
C66.poscar, 1.0
LaPd2Sb2.poscar, 1.0
Hf3N4.poscar, 1.0
Ta2B.poscar, 1.0
NdOFeAs.poscar, 1.0
CaBe2Ge2.poscar, 1.0
Te.poscar, 1.0
LaRhAl.poscar, 1.0
LaAlGe.poscar, 1.0
Sr3Sc2Fe2As2O5.poscar, 1.0
CaCuO2.poscar, 1.0
PtSi.poscar, 1.0
Re3B.poscar, 1.0
YPd2.poscar, 1.0
LiMgN.poscar, 1.0
LuPd2Sn.poscar, 1.0
Mo3P.poscar, 1.0
TiN2.poscar, 1.0
BaZrO3.poscar, 1.0
LuRu4B4.poscar, 1.0
ErNi2B2C.poscar, 1.0
CeRuPO.poscar, 1.0
Ta3Sn.poscar, 1.0
SrFeAsF.poscar, 1.0
Co6.poscar, 1.0
La3Ni.poscar, 1.0
SCd.poscar, 1.0
YH3.poscar, 1.0
EuP.poscar, 1.0
BaCo2As2.poscar, 1.0
Nb5Se4.poscar, 1.0
NbB.poscar, 1.0
Sm.poscar, 1.0
Ce2RhIn8.poscar, 1.0
CeOBiS2.poscar, 1.0
RuB2.poscar, 1.0
SrGaSi.poscar, 1.0
YNi2B2.poscar, 1.0
LiC6.poscar, 1.0
PbTaSe2.poscar, 1.0
PH3.poscar, 1.0
SrTiO3.poscar, 1.0
BaPtGe3.poscar, 1.0
BaFe2As2.poscar, 1.0
Mo5SiB2.poscar, 1.0
TlBiTe2.poscar, 1.0
MgAlB4.poscar, 1.0
SrFBiS2.poscar, 1.0
Al6Re.poscar, 1.0
LuB12.poscar, 1.0
Mg2.poscar, 1.0
BaFe2Se3.poscar, 1.0
NdNiO2.poscar, 1.0
CeRhIn5.poscar, 1.0
Re7B3.poscar, 1.0
ZrCuSiAs.poscar, 1.0
La3Pd4Si4.poscar, 1.0
Be.poscar, 1.0
NdFeAsO.poscar, 1.0
Y2C3.poscar, 1.0
BaSi2.poscar, 1.0
TiN.poscar, 1.0
CeAu2Si2.poscar, 1.0
Sn4.poscar, 1.0
RbCs.poscar, 1.0
C0.93.poscar, 1.0
MnSi.poscar, 1.0
LaBi.poscar, 1.0
SmOFeAs.poscar, 1.0
C8K.poscar, 1.0
WSi2.poscar, 1.0
ThAu2Si2.poscar, 1.0
Si8.poscar, 1.0
W2N3.poscar, 1.0
EuB6.poscar, 1.0
CePd2Si2.poscar, 1.0
Sr2ScFeAsO3.poscar, 1.0
CaNiBN.poscar, 1.0
Nb3Se4.poscar, 1.0
Tl2Ca2Ba2Cu3O10.poscar, 1.0
CeRhSi3.poscar, 1.0
KFe2S2.poscar, 1.0
MoTe2.poscar, 1.0
GdCl3.poscar, 1.0
HfNi2Al.poscar, 1.0
Ba1.5.poscar, 1.0
BiNi.poscar, 1.0
NbO.poscar, 1.0
WTe2.poscar, 1.0
RbFe2As2.poscar, 1.0
SSAs.poscar, 1.0
SrPtAs.poscar, 1.0
KMnO4.poscar, 1.0
BaSn3.poscar, 1.0
B3.poscar, 1.0
ZrV2.poscar, 1.0
LaAlSi.poscar, 1.0
LaOBiS2.poscar, 1.0
DyPdBi.poscar, 1.0
Sr.poscar, 1.0
CsOs2O6.poscar, 1.0
C60.poscar, 1.0
PdBi.poscar, 1.0
Li2Pd3B.poscar, 1.0
RhGe.poscar, 1.0
LiNbO2.poscar, 1.0
WB2.poscar, 1.0
K2.9.poscar, 1.0
B.poscar, 1.0
LaAlO3.poscar, 1.0
BaTi2Sb2O.poscar, 1.0
HoMo6S8.poscar, 1.0
Dy2O3.poscar, 1.0
CeCu2Si2.poscar, 1.0
Mn0.9.poscar, 1.0
ZrRuSi.poscar, 1.0
Au2Pb.poscar, 1.0
PdTe2.poscar, 1.0
Zr5Sb3O.poscar, 1.0
Sr4Sc2Fe2As2O6.poscar, 1.0
ZrNCl.poscar, 1.0
AuBe.poscar, 1.0
Sr2VO3FeAs.poscar, 1.0
BaPtSi3.poscar, 1.0
NiBi.poscar, 1.0
NaV2O5.poscar, 1.0
CeNi2Ge2.poscar, 1.0
KFe2Se2.poscar, 1.0
Sr4V2O6Fe2As2.poscar, 1.0
Nb3Sn.poscar, 1.0
SmAsFeO.poscar, 1.0
Eu46.poscar, 1.0
W(CO)6.poscar, 1.0
CeRu2Ge2.poscar, 1.0
SrB6.poscar, 1.0
CaB6.poscar, 1.0
YB12.poscar, 1.0
(Ba)Fe2As2.poscar, 1.0
FeCl4.poscar, 1.0
HfPd2Al.poscar, 1.0
Fe8.poscar, 1.0
BaIr2P2.poscar, 1.0
MoSi.poscar, 1.0
LaFeOP.poscar, 1.0
Ta3Sb.poscar, 1.0
Si3N4.poscar, 1.0
YNi2B2C.poscar, 1.0
RbC8.poscar, 1.0
Mg.poscar, 1.0
La2Ni2.poscar, 1.0
ZrPd2Al.poscar, 1.0
LaFe4P12.poscar, 1.0
AlH3.poscar, 1.0
Pd17Se15.poscar, 1.0
Mo8Ga41.poscar, 1.0
SrAuSi3.poscar, 1.0
Rh.poscar, 1.0
YC2.poscar, 1.0
NiFe.poscar, 1.0
NaCo2O4.poscar, 1.0
Nb47.poscar, 1.0
NiTe2.poscar, 1.0
CaPd2As2.poscar, 1.0
HfTe5.poscar, 1.0
Bi2Pd.poscar, 1.0
NpO2.poscar, 1.0
Bi2OS2.poscar, 1.0
Mo2N.poscar, 1.0
La3Ru8B6.poscar, 1.0
CeB6.poscar, 1.0
RbOs2O6.poscar, 1.0
LaNiBN.poscar, 1.0
EuAs3.poscar, 1.0
BiTeI.poscar, 1.0
Ag2O2.poscar, 1.0
PtGe2.poscar, 1.0
BaFeRuAs2.poscar, 1.0
Ba2Ti2Fe2As4O.poscar, 1.0
KTaO3.poscar, 1.0
KNi2S2.poscar, 1.0
Sr2ScO3FeP.poscar, 1.0
Nb3Pd.poscar, 1.0
YbRh2Si2.poscar, 1.0
Ga.poscar, 1.0
Si.poscar, 1.0
OsN2.poscar, 1.0
NbNi2Al.poscar, 1.0
YRh3B.poscar, 1.0
HfTe3.poscar, 1.0
TaS2.poscar, 1.0
SH2.poscar, 1.0
NiTe.poscar, 1.0
LaOs4Sb12.poscar, 1.0
Nb5Se2S2.poscar, 1.0
Ni2NbAl.poscar, 1.0
Ni4.poscar, 1.0
Y2Mn2O7.poscar, 1.0
LaNiC2.poscar, 1.0
BaTi2As2O.poscar, 1.0
C8.6.poscar, 1.0
SrSn4.poscar, 1.0
V3Ga.poscar, 1.0
FeCo.poscar, 1.0
BaNi2As2.poscar, 1.0
O2.poscar, 1.0
TbTe3.poscar, 1.0
UBe13.poscar, 1.0
MoC.poscar, 1.0
MoS2.poscar, 1.0
NbS2.poscar, 1.0
GdBa2Cu3O7.poscar, 1.0
Y2C2I2.poscar, 1.0
InTaS2.poscar, 1.0
Al.poscar, 1.0
Rb.poscar, 1.0
NiS2.poscar, 1.0
NpCoGa5.poscar, 1.0
W.poscar, 1.0
YRh4B4.poscar, 1.0
LaPtSi.poscar, 1.0
K72.poscar, 1.0
YNiGe3.poscar, 1.0
SnMo6S8.poscar, 1.0
Sr3.poscar, 1.0
BaCuS2.poscar, 1.0
Yb2Fe3Si5.poscar, 1.0
PrBi.poscar, 1.0
ZrTe2.poscar, 1.0
Sb2Te3.poscar, 1.0
La7Ir3.poscar, 1.0
HoMo6Se8.poscar, 1.0
YRu3Si2.poscar, 1.0
Sr3Rh4Sn13.poscar, 1.0
LaPt2.poscar, 1.0
LaO.poscar, 1.0
Sc2Fe3Si5.poscar, 1.0
Y2Fe3Si5.poscar, 1.0
Re2O7.poscar, 1.0
ZnN.poscar, 1.0
In2Mo6Se6.poscar, 1.0
HfB2.poscar, 1.0
LaNiPO.poscar, 1.0
LaFe2P2.poscar, 1.0
LaNi2Ge2.poscar, 1.0
C2.poscar, 1.0
Rb2Mo6Se6.poscar, 1.0
NdCoAsO.poscar, 1.0
CaBi2.poscar, 1.0
SnSe2.poscar, 1.0
LaPtGe.poscar, 1.0
Th.poscar, 1.0
(Sr)Fe2As2.poscar, 1.0
Tl2Ba2CuO6.poscar, 1.0
ZrSiS.poscar, 1.0
LaONiAs.poscar, 1.0
SiH4(H2)2.poscar, 1.0
LaNiAsO.poscar, 1.0
Ta4Pd3Te16.poscar, 1.0
CoSi2.poscar, 1.0
CaCu2O3.poscar, 1.0
YbPd2Sn.poscar, 1.0
Hg12.poscar, 1.0
Mo6Ga31.poscar, 1.0
V3Ge.poscar, 1.0
Ru.poscar, 1.0
La2O3.poscar, 1.0
CePdBi.poscar, 1.0
ZrSi2.poscar, 1.0
ZrB2.poscar, 1.0
CaFFeAs.poscar, 1.0
B2O3.poscar, 1.0
Nb11.poscar, 1.0
EuFe2As2.poscar, 1.0
LaSb2.poscar, 1.0
Mo2GaC.poscar, 1.0
Ge.poscar, 1.0
PdBi2.poscar, 1.0
LuPdBi.poscar, 1.0
ErRh4B4.poscar, 1.0
Sb14.poscar, 1.0
EuFe2P2.poscar, 1.0
FeSe2.poscar, 1.0
ScIn3.poscar, 1.0
MgNi3C.poscar, 1.0
Sr4Sc2Fe2P2O6.poscar, 1.0
SnTe.poscar, 1.0
LaRu2As2.poscar, 1.0
BeC2.poscar, 1.0
AgAlO2.poscar, 1.0
HBr.poscar, 1.0
LuIn3.poscar, 1.0
LaRhSi3.poscar, 1.0
TbPdBi.poscar, 1.0
LuRuB2.poscar, 1.0
CeRh2As2.poscar, 1.0
SrLaAlO4.poscar, 1.0
Se.poscar, 1.0
LaO0.5F0.5BiS2.poscar, 1.0
Y2C2.poscar, 1.0
PB.poscar, 1.0
Pb.poscar, 1.0
Na2Ti2Sb2O.poscar, 1.0
DyScO3.poscar, 1.0
Lu5Ir4Si10.poscar, 1.0
ThCr2Si2.poscar, 1.0
PbMo6S8.poscar, 1.0
Ca2RuO4.poscar, 1.0
U2PtC2.poscar, 1.0
MoGe2.poscar, 1.0
CsBi4Te6.poscar, 1.0
Cs2CuCl4.poscar, 1.0
C6H6.poscar, 1.0
Sr4V2Fe2As2O6.poscar, 1.0
C8Rb.poscar, 1.0
Rh17S15.poscar, 1.0
CaIr2.poscar, 1.0
CePd3.poscar, 1.0
WS2.poscar, 1.0
GaNb4Se8.poscar, 1.0
Ho2Ti2O7.poscar, 1.0
Sr2CuO3.poscar, 1.0
CeRu2Si2.poscar, 1.0
PdGe.poscar, 1.0
Li2Pt3B.poscar, 1.0
SrC6.poscar, 1.0
LaRu4Sb12.poscar, 1.0
Se39.poscar, 1.0
Li2B2.poscar, 1.0
PrOs4Sb12.poscar, 1.0
SrPd2Ge2.poscar, 1.0
FeNi.poscar, 1.0
Th4H15.poscar, 1.0
LaPd2P2.poscar, 1.0
La3Pd5Si.poscar, 1.0
ZrAs.poscar, 1.0
MoRe.poscar, 1.0
NiBi3.poscar, 1.0
SrSn2As2.poscar, 1.0
MgAl2O4.poscar, 1.0
Al2O3.poscar, 1.0
HfV2Ga4.poscar, 1.0
NbSe2.poscar, 1.0
Bi3Ni.poscar, 1.0
Cd.poscar, 1.0
CaPtAs.poscar, 1.0
SN.poscar, 1.0
Sn.poscar, 1.0
SnH4.poscar, 1.0
HC2.poscar, 1.0
MoSe2.poscar, 1.0
DyRh4B4.poscar, 1.0
PrPt4Ge12.poscar, 1.0
Ta5GeB2.poscar, 1.0
InAs.poscar, 1.0
CeNiGe3.poscar, 1.0
PrRu2Si2.poscar, 1.0
FeB4.poscar, 1.0
Nb5Pt3O.poscar, 1.0
NbN.poscar, 1.0
SiH4.poscar, 1.0
SrSn3.poscar, 1.0
MgB2B.poscar, 1.0
LaRu3Si2.poscar, 1.0
CrO2.poscar, 1.0
Sb.poscar, 1.0
CuNCS.poscar, 1.0
Mo.poscar, 1.0
W3N4.poscar, 1.0
CaAlSi.poscar, 1.0
UIr.poscar, 1.0
URhGe.poscar, 1.0
CePt2In7.poscar, 1.0
PrRu4P12.poscar, 1.0
LaCrOS2.poscar, 1.0
CLi.poscar, 1.0
As26.poscar, 1.0
CaRbFe4As4.poscar, 1.0
Sr2ScFePO3.poscar, 1.0
HgBa2CuO4.poscar, 1.0
Ca2CuO2Cl2.poscar, 1.0
CaNi2P2.poscar, 1.0
C4.poscar, 1.0
Nb3Si.poscar, 1.0
H3S.poscar, 1.0
Nb3Ga.poscar, 1.0
BeAu.poscar, 1.0
CrB2.poscar, 1.0
Ce.poscar, 1.0
EuS.poscar, 1.0
PrFePO.poscar, 1.0
NbRuB.poscar, 1.0
TaSnS2.poscar, 1.0
SmSI.poscar, 1.0
BaCu2As2.poscar, 1.0
C3.poscar, 1.0
Cd3As2.poscar, 1.0
Nb2Se3.poscar, 1.0
Sc.poscar, 1.0
LaRu4P12.poscar, 1.0
Nb2InC.poscar, 1.0
SrNi2As2.poscar, 1.0
YbS.poscar, 1.0
FeAs.poscar, 1.0
Ce2CoIn8.poscar, 1.0
BaNi2P2.poscar, 1.0
SOC.poscar, 1.0
Mn1.7.poscar, 1.0
LaCuSb2.poscar, 1.0
Y2C2Br2.poscar, 1.0
SrFe2As2.poscar, 1.0
Sr2RuO4.poscar, 1.0
LaBiPt.poscar, 1.0
BaPtSb.poscar, 1.0
SrAlSi.poscar, 1.0
LaNiGa2.poscar, 1.0
Tl2Mn2O7.poscar, 1.0
B2.poscar, 1.0
LaSrAlO4.poscar, 1.0
Y2PdSi3.poscar, 1.0
Nb5Sb4.poscar, 1.0
CuS2.poscar, 1.0
LaFeOAs.poscar, 1.0
Re24Ti5.poscar, 1.0
Nb6Sn5.poscar, 1.0
Fe2P2.poscar, 1.0
CuRh2S4.poscar, 1.0
Be22Re.poscar, 1.0
NpAl2Pd5.poscar, 1.0
SmN.poscar, 1.0
SrSi.poscar, 1.0
Pr2CuO4.poscar, 1.0
BaReH9.poscar, 1.0
YPdBi.poscar, 1.0
Bi2Sr2CaCu2O8.poscar, 1.0
HfNCl.poscar, 1.0
BiTeBr.poscar, 1.0
YBa2Cu3O6.poscar, 1.0
YCoC2.poscar, 1.0
CeCoIn5.poscar, 1.0
BaMn2As2.poscar, 1.0
CeRu2.poscar, 1.0
Cu2Te2O5Cl2.poscar, 1.0
CaF2.poscar, 1.0
PrV2Al20.poscar, 1.0
Ti2Co.poscar, 1.0
TmBa2Cu3O7.poscar, 1.0
SrBi3.poscar, 1.0
Th2C3.poscar, 1.0
LiFeP.poscar, 1.0
Si5.poscar, 1.0
LaOFeP.poscar, 1.0
Hg.poscar, 1.0
Ta2Pd3Te5.poscar, 1.0
Sr3Ir4Sn13.poscar, 1.0
Sr4Sc2O6Fe2P2.poscar, 1.0
CsRb.poscar, 1.0
LaNi2P2.poscar, 1.0
ZrZn2.poscar, 1.0
CeCu2Ge2.poscar, 1.0
CrAs.poscar, 1.0
MoB2.poscar, 1.0
Sc3CoC4.poscar, 1.0
CaBeSi.poscar, 1.0
SrRh2.poscar, 1.0
YB6.poscar, 1.0
Y.poscar, 1.0
H9H7.2.poscar, 1.0
TaTe2.poscar, 1.0
Ca3Ir4Sn13.poscar, 1.0
Ca1.5.poscar, 1.0
Sr1.5.poscar, 1.0
SrAlGe.poscar, 1.0
La3Co4Sn13.poscar, 1.0
AgIn5Se8.poscar, 1.0
CsFe2As2.poscar, 1.0
La2Ni5C3.poscar, 1.0
La3N3Ni2B2.poscar, 1.0
H2O.poscar, 1.0
BaTi2Bi2O.poscar, 1.0
MgAlSi.poscar, 1.0
Re24Zr5.poscar, 1.0
I.poscar, 1.0
PrBa2Cu3O7.poscar, 1.0
Rh3Bi14.poscar, 1.0
Ni.poscar, 1.0
PbFCl.poscar, 1.0
Re3W.poscar, 1.0
YPd2B2C.poscar, 1.0
Ca3Rh4Sn13.poscar, 1.0
CuO2.poscar, 1.0
SiO2.poscar, 1.0
MnP.poscar, 1.0
CeFeAsO.poscar, 1.0
CeRh2Si2.poscar, 1.0
Rh2Ga9.poscar, 1.0
UCoGa5.poscar, 1.0
CoFeAs.poscar, 1.0
Pr2.poscar, 1.0
S4.poscar, 1.0
NbTe4.poscar, 1.0
Bi(Pb).poscar, 1.0
MoN.poscar, 1.0
Pt4As8.poscar, 1.0
K3.0.poscar, 1.0
Dy2Ti2O7.poscar, 1.0
TaN.poscar, 1.0
Ti2N.poscar, 1.0
Tl7.poscar, 1.0
Y2O3.poscar, 1.0
ScInAu2.poscar, 1.0
HfGeTe4.poscar, 1.0
TaNb.poscar, 1.0
Ni2VAl.poscar, 1.0
ZrTe3.poscar, 1.0
LaFeAsO.poscar, 1.0
ScH2.poscar, 1.0
KFe2As2.poscar, 1.0
LaC2.poscar, 1.0
NaV6O15.poscar, 1.0
NaVO3.poscar, 1.0
Nb2PdS5.poscar, 1.0
ZrRuAs.poscar, 1.0
TlFe3Te3.poscar, 1.0
CuInO2.poscar, 1.0
CsBi2.poscar, 1.0
GaSb3.poscar, 1.0
CaPd2Ge2.poscar, 1.0
LaIr2Ge2.poscar, 1.0
Nb2.poscar, 1.0
Au2Bi.poscar, 1.0
Sr4B8.poscar, 1.0
Nd2CuO4.poscar, 1.0
YbC6.poscar, 1.0
CuBe.poscar, 1.0
GeSi.poscar, 1.0
LaIrSi3.poscar, 1.0
PbTe.poscar, 1.0
SiC.poscar, 1.0
K3.poscar, 1.0
Re.poscar, 1.0
Cl2.poscar, 1.0
CaPtSi3.poscar, 1.0
LaB6.poscar, 1.0
ScIrP.poscar, 1.0
CeOFeAs.poscar, 1.0
PbTaS2.poscar, 1.0
Ir3Te8.poscar, 1.0
KBi2.poscar, 1.0
Bi2Sr2Ca2Cu3O10.poscar, 1.0
LiTi2O4.poscar, 1.0
CrBr3.poscar, 1.0
SnSb.poscar, 1.0
RuSr2HoCu2O8.poscar, 1.0
Fe2As2Sr4Sc2O6.poscar, 1.0
GdOFeAs.poscar, 1.0
OsB2.poscar, 1.0
MgCNi3.poscar, 1.0
Nb3Ge.poscar, 1.0
PbTeSnTe.poscar, 1.0
TlNi2Se2.poscar, 1.0
PrPt2B2C.poscar, 1.0
CuGeO3.poscar, 1.0
LiBC.poscar, 1.0
LuNi2B2C.poscar, 1.0
NpPd5Al2.poscar, 1.0
Ti3N4.poscar, 1.0
Au.poscar, 1.0
LaAsFeO.poscar, 1.0
EuBa2Cu3O7.poscar, 1.0
NbGe2.poscar, 1.0
BiS2.poscar, 1.0
XeF2.poscar, 1.0
LaTi2Al20.poscar, 1.0
K73.poscar, 1.0
GaAs.poscar, 1.0
Co.poscar, 1.0
LaCo2B2.poscar, 1.0
TaSe2.poscar, 1.0
NbSe3.poscar, 1.0
AuIn2.poscar, 1.0
Ba.poscar, 1.0
Pd.poscar, 1.0
CeIrSi3.poscar, 1.0
GeTe.poscar, 1.0
LaFePO.poscar, 1.0
TlInTe2.poscar, 1.0
Er2Ti2O7.poscar, 1.0
ScGa3.poscar, 1.0
La3Ni2B2N3.poscar, 1.0
CaBC.poscar, 1.0
RuSr2GdCu2O8.poscar, 1.0
Zr2Ru3Si4.poscar, 1.0
N4.poscar, 1.0
C6.poscar, 1.0
Bi2Sr2CuO6.poscar, 1.0
HoPdBi.poscar, 1.0
V.poscar, 1.0
K88.poscar, 1.0
Tm2Fe3Si5.poscar, 1.0
Y2BaCuO5.poscar, 1.0
NbB2.0.poscar, 1.0
ZrRuP.poscar, 1.0
PtGe.poscar, 1.0
YPd2Sn.poscar, 1.0
TlFe2Se2.poscar, 1.0
RuO2.poscar, 1.0
Nb2SnC.poscar, 1.0
TaIrTe4.poscar, 1.0
CeAg2Si2.poscar, 1.0
Nb5SiB2.poscar, 1.0
F.poscar, 1.0
LuC2.poscar, 1.0
K0.7.poscar, 1.0
BaFe2P2.poscar, 1.0
Pb2Pd.poscar, 1.0
Pr.poscar, 1.0
Er.poscar, 1.0
SmBa2Cu3O7.poscar, 1.0
LuPtBi.poscar, 1.0
ZnCNi3.poscar, 1.0
CeNiAsO.poscar, 1.0
C70.poscar, 1.0
Sr3SnO.poscar, 1.0
YBa2Cu3O7.poscar, 1.0
Ti.poscar, 1.0
KFeCuS2.poscar, 1.0
BaBiO3.poscar, 1.0
Li.poscar, 1.0
UPt3.poscar, 1.0
DyNi2B2C.poscar, 1.0
BeH2.poscar, 1.0
BaPd2As2.poscar, 1.0
La2C3.poscar, 1.0
NaYbSe2.poscar, 1.0
H2.poscar, 1.0
Lu2Mn2O7.poscar, 1.0
CeCo2.poscar, 1.0
GdTiO3.poscar, 1.0
AlSi.poscar, 1.0
CeIn3.poscar, 1.0
PbBi.poscar, 1.0
KWO3.poscar, 1.0
LaBiS2O0.5F0.5.poscar, 1.0
PrFeAsO.poscar, 1.0
P12.poscar, 1.0
CeIr3.poscar, 1.0
Ba2CuO6.poscar, 1.0
YbNi2B2C.poscar, 1.0
Eu6C60.poscar, 1.0
C8Cs.poscar, 1.0
Lu2C3.poscar, 1.0
NdIr3.poscar, 1.0
Bi2S3.poscar, 1.0
CePd2P2.poscar, 1.0
SnS2.poscar, 1.0
Bi.poscar, 1.0
NiH3.poscar, 1.0
SrPtGe3.poscar, 1.0
H2S.poscar, 1.0
Ta.poscar, 1.0
Sr2VFeAsO3.poscar, 1.0
Sr3Ru2O7.poscar, 1.0
Tl2Mo6Se6.poscar, 1.0
SrRuO3.poscar, 1.0
ReBe22.poscar, 1.0
Mo3Sb7.poscar, 1.0
Br.poscar, 1.0
BaAlSi.poscar, 1.0
AsFeS.poscar, 1.0
CaFe2As2.poscar, 1.0
Se2.poscar, 1.0
CeCoGe3.poscar, 1.0
FeS.poscar, 1.0
UPd2Al3.poscar, 1.0
BaFe2S3.poscar, 1.0
MoSeTe.poscar, 1.0
UNi2Al3.poscar, 1.0
TiB2.poscar, 1.0
Gd2CuO4.poscar, 1.0
CeCu6.poscar, 1.0
LaCo2P2.poscar, 1.0
BaRh2P2.poscar, 1.0
Se11.poscar, 1.0
CeRu3Si2.poscar, 1.0
PuCoGa5.poscar, 1.0
Nb2S2C.poscar, 1.0
LaPd2Si2.poscar, 1.0
ZrNi2Ga.poscar, 1.0
Y3Ru4Ge13.poscar, 1.0
Y3Os8B6.poscar, 1.0
SrPd2Bi2.poscar, 1.0
IrTe2.poscar, 1.0
BaPt4Ge12.poscar, 1.0
Pr2Ir2O7.poscar, 1.0
Sr4V2O6(FeAs)2.poscar, 1.0
LuRh4B4.poscar, 1.0
KH2PO4.poscar, 1.0
Fe.poscar, 1.0
